,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Seating_Capacity,Type,Wheelbase,Boot_Space,Ventilation_System,ABS_(Anti-lock_Braking_System),Gross_Vehicle_Weight,Number_of_Airbags
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,"Rs. 5,89,610",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,5,Manual,2450 mm,256 litres,Manual Air conditioning with cooling and heating,Yes,,2
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,"Rs. 6,42,610",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,5,Automatic,2450 mm,256 litres,Manual Air conditioning with cooling and heating,Yes,,2
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,"Rs. 6,43,350",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,5,Manual,2450 mm,256 litres,Fully automatic climate control,Yes,,2
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,5,Automatic,2450 mm,256 litres,Fully automatic climate control,Yes,,2
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,"Rs. 6,73,350",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,5,Manual,2450 mm,256 litres,Fully automatic climate control,Yes,,2
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,"Rs. 7,18,950",1197 cc,4,FWD (Front Wheel Drive),BS 6,37 litres,Petrol,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,935 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@4000rpm,5,Manual,2450 mm,256 litres,Fully automatic climate control,Yes,,2
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"Rs. 7,90,350",1186 cc,3,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,,5,,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,5,Automatic,2450 mm,256 litres,Fully automatic climate control,Yes,,2
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"Rs. 8,04,450",1186 cc,3,FWD (Front Wheel Drive),BS 6,37 litres,Diesel,1520 mm,3805 mm,1680 mm,Hatchback,,,20.7 km/litre,,,5,,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,5,Manual,2450 mm,256 litres,Fully automatic climate control,Yes,,2
1071,Hyundai,Xcent,S 1.2,"Rs. 6,43,769",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,15.7 km/litre,,20.14 km/litre,,,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,,2
1072,Hyundai,Xcent,S At 1.2,"Rs. 7,33,734",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,15.7 km/litre,,17.36 km/litre,,,4,165 mm,Solid Disc,Drum,Electric Power,82PS@6000rpm,114Nm@6000rpm,5,Automatic,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,,2
1073,Hyundai,Xcent,Sx 1.2,"Rs. 7,05,546",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,15.7 km/litre,,20.14 km/litre,,1100 kg,5,165 mm,Solid Disc,Drum,Electric Power,82PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,2
1074,Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,15.7 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,82PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Fully automatic climate control,Yes,1530 kg,2
1075,Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",1120 cc,3,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,19 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,72PS@4000rpm,180Nm@1750rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,2
1076,Hyundai,Xcent,E,"Rs. 5,81,078",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,15.7 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,2
1077,Hyundai,Xcent,Sx 1.2 Crdi,"Rs. 7,98,558",1120 cc,3,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,19 km/litre,,25.4 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,2
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),"Rs. 8,75,358",1120 cc,3,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,19 km/litre,,25.4 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,72PS@4000rpm,190NM@1750-2250RPM,5,Manual,2425 mm,407 litres,Fully automatic climate control,Yes,1530 kg,2
1079,Hyundai,Xcent,E Crdi,"Rs. 6,73,261",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,19 km/litre,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190NM@1750-2250RPM,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,2
1080,Nissan,Micra,Xl (O) Cvt,"Rs. 6,62,880",1198 cc,3,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3825 mm,1665 mm,Hatchback,,,19.34 km/litre,,930 kg,5,154 mm,Ventilated Disc,Drum,Electric Power,77PS@6000rpm,104Nm@4000rpm,5,Automatic,2450 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,,2
1081,Nissan,Micra,Xv Cvt,"Rs. 7,81,686",1198 cc,3,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3825 mm,1665 mm,Hatchback,,,19.34 km/litre,,,5,154 mm,Ventilated Disc,Drum,Electric Power,77PS@6000rpm,104Nm@4400rpm,5,Automatic,2450 mm,251 litres,Fully automatic climate control,Yes,,2
1082,Nissan,Micra,Xld (O),"Rs. 7,43,504",1461 cc,4,FWD (Front Wheel Drive),BS IV,41 litres,Diesel,1525 mm,3825 mm,1665 mm,Hatchback,,,23.08 km/litre,,,5,150 mm,Ventilated Disc,Drum,Electric Power,64PS@4000rpm,160Nm@2000rpm,5,Manual,2450 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,,2
1083,Nissan,Micra,Xvd,"Rs. 8,12,964",1461 cc,4,FWD (Front Wheel Drive),BS IV,41 litres,Diesel,1525 mm,3825 mm,1665 mm,Hatchback,19.5 km/litre,19.5 km/litre,23.08 km/litre,,1001 kg,5,150 mm,Ventilated Disc,Drum,Electric Power,64PS@4000rpm,160Nm@2000rpm,5,Manual,2450 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1425 kg,2
1084,Mahindra,Bolero,Zlx,"Rs. 9,42,263",2523 cc,4,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,Yes,63PS@3200rpm,195Nm@1400-2200rpm,7,Manual,2680 mm,1702 litres,Manual Air conditioning with cooling and heating,,1965 kg,
1085,Mahindra,Bolero,Slx,"Rs. 9,17,055",2523 cc,4,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,12.3 km/litre,15.5 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,Yes,63PS@3200rpm,195Nm@1400-2200rpm,7,Manual,2680 mm,,Manual Air conditioning with cooling and heating,,,
1086,Mahindra,Bolero,Sle,"Rs. 8,60,720",2523 cc,4,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1880 mm,4107 mm,1745 mm,SUV,12.3 km/litre,15.5 km/litre,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,Yes,63PS@3200rpm,195Nm@1400-2200rpm,7,Manual,2680 mm,,Manual Air conditioning with cooling and heating,,,
1087,Mahindra,Bolero,Ex,"Rs. 8,15,883",2523 cc,4,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1910 mm,4221 mm,1745 mm,SUV,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,183 mm,Ventilated Disc,Drum,,63PS@3200rpm,195Nm@1400-2200rpm,7,Manual,2794 mm,,Manual Air conditioning with cooling and heating,,,
1088,Mahindra,Bolero,Ex Non Ac,"Rs. 7,73,678",2523 cc,4,FWD (Front Wheel Drive),BS IV,60 litres,Diesel,1910 mm,4221 mm,1745 mm,SUV,9.4 km/litre,13.6 km/litre,15.96 km/litre,,1615 kg,5,183 mm,Ventilated Disc,Drum,,63PS@3200rpm,195Nm@1400-2200rpm,7,Manual,2794 mm,,,,,
1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"Rs. 11,02,689",1248 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1590 kg,2
1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,5,Manual,2650 mm,510 litres,Manual Air conditioning with cooling and heating,Yes,1590 kg,2
1091,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,"Rs. 9,80,689",1248 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1590 kg,2
1092,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,"Rs. 10,62,689",1248 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,28.09 km/litre,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,89Bhp@4000RPM,200Nm@1750rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1590 kg,2
1093,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,"Rs. 8,19,689",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Manual,2650 mm,510 litres,Manual Air conditioning with cooling and heating,Yes,1520 kg,2
1094,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,"Rs. 8,81,689",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1520 kg,2
1095,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"Rs. 9,58,689",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,21.56 km/litre,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1520 kg,2
1096,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"Rs. 9,97,689",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1520 kg,2
1097,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"Rs. 9,80,689",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Automatic,2650 mm,510 litres,Fully automatic climate control,Yes,1520 kg,2
1098,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"Rs. 10,58,688",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Automatic,2650 mm,510 litres,Fully automatic climate control,Yes,1520 kg,2
1099,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"Rs. 10,98,689",1462 cc,4,FWD (Front Wheel Drive),BS 6,43 litres,Petrol,1485 mm,4490 mm,1730 mm,Sedan,,,20.28 km/litre,,1010 kg,4,170 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,5,Automatic,2650 mm,510 litres,Fully automatic climate control,Yes,1520 kg,2
1100,Maruti Suzuki,Ciaz,1.5L Alpha,"Rs. 11,38,189",1498 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,26.82 km/litre,,26.82 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,94Bhp@4000RPM,225Nm@1500-2250rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1590 kg,2
1101,Maruti Suzuki,Ciaz,1.5L Delta,"Rs. 9,97,689",1498 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,26032 km/litre,,26.32 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,94Bhp@4000RPM,225Nm@1500-2250rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1590 kg,2
1102,Maruti Suzuki,Ciaz,1.5L Zeta,"Rs. 11,09,189",1498 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1485 mm,4490 mm,1730 mm,Sedan,26.32 km/litre,,26.32 km/litre,,1105 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,94Bhp@4000RPM,225Nm@1500-2250rpm,5,Manual,2650 mm,510 litres,Fully automatic climate control,Yes,1590 kg,2
1103,Skoda,Rapid,1.6 Mpi Ambition,"Rs. 9,98,599",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Manual,2552 mm,460 litres,Fully automatic climate control,Yes,1680 kg,2
1104,Skoda,Rapid,1.5 Tdi Cr Active,"Rs. 10,06,139",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,14.5 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Manual,2552 mm,460 litres,Manual Air conditioning with cooling and heating,Yes,1750 kg,2
1105,Skoda,Rapid,1.6 Mpi Active,"Rs. 8,81,916",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Manual,2552 mm,460 litres,Manual Air conditioning with cooling and heating,Yes,1680 kg,2
1106,Skoda,Rapid,1.5 Tdi Cr Ambition,"Rs. 11,29,599",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,14.5 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Manual,2552 mm,460 litres,Fully automatic climate control,Yes,1750 kg,2
1107,Skoda,Rapid,1.5 Tdi Cr Ambition At,"Rs. 12,49,599",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,14.5 km/litre,21.72 km/litre,21.72 km/litre,,1228 kg,7,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Automatic,2552 mm,460 litres,Fully automatic climate control,Yes,1770 kg,2
1108,Skoda,Rapid,1.6 Mpi Style At,"Rs. 12,43,599",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,14.84 km/litre,14.84 km/litre,,1187 kg,7,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Automatic,2552 mm,460 litres,Fully automatic climate control,Yes,1710 kg,2
1109,Skoda,Rapid,1.5 Tdi Cr Style At,"Rs. 13,99,599",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,18 km/litre,21.72 km/litre,21.72 km/litre,,1228 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Automatic,2552 mm,460 litres,Fully automatic climate control,Yes,1770 kg,2
1110,Skoda,Rapid,1.5 Tdi Cr Style,"Rs. 12,73,599",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,18 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Manual,2552 mm,460 litres,Fully automatic climate control,Yes,1750 kg,2
1111,Skoda,Rapid,1.6 Mpi Style,"Rs. 11,15,599",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Manual,2552 mm,460 litres,Fully automatic climate control,Yes,1680 kg,2
1112,Skoda,Rapid,1.6 Mpi Ambition At,"Rs. 9,99,599",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,14.84 km/litre,14.84 km/litre,,1187 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Automatic,2552 mm,460 litres,Fully automatic climate control,Yes,1710 kg,2
1113,Skoda,Rapid,Onyx Mt Petrol,"Rs. 9,75,599",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,15.41 km/litre,15.41 km/litre,,1137 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Manual,2552 mm,460 litres,Fully automatic climate control,Yes,1680 kg,2
1114,Skoda,Rapid,Onyx At Petrol,"Rs. 10,99,599",1598 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1466 mm,4413 mm,1699 mm,Sedan,12 km/litre,14.84 km/litre,14.84 km/litre,,1187 kg,7,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,5,Automatic,2552 mm,460 litres,Fully automatic climate control,Yes,1710 kg,2
1115,Skoda,Rapid,Onyx Mt Diesel,"Rs. 11,58,599",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,18 km/litre,21.13 km/litre,21.13 km/litre,,1210 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Manual,2552 mm,460 litres,Fully automatic climate control,Yes,1750 kg,2
1116,Skoda,Rapid,Onyx At Diesel,"Rs. 12,73,599",1498 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1466 mm,4413 mm,1699 mm,Sedan,18 km/litre,21.72 km/litre,21.72 km/litre,,1228 kg,5,163 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,5,Automatic,2552 mm,460 litres,Fully automatic climate control,Yes,1770 kg,2
1117,Fiat,Abarth Punto,1.4 T-Jet,"Rs. 9,80,970",1368 cc,4,FWD (Front Wheel Drive),BS IV,,Petrol,1505 mm,3989 mm,1687 mm,Hatchback,17 km/litre,,16.3 km/litre,,,5,155 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,145PS@5500rpm,212Nm@2000-4000rpm,5,Manual,2510 mm,,Fully automatic climate control,Yes,,2
1118,Hyundai,Creta,1.4 Crdi E Plus,"Rs. 9,99,990",1396 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,21.38 km/litre,,21.38 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,5,Manual,2590 mm,475 litres,Manual Air conditioning with cooling and heating,Yes,,2
1119,Hyundai,Creta,1.6 Vtvt E Plus,"Rs. 9,99,990",1591 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,15.29 km/litre,,15.29 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,5,Manual,2590 mm,475 litres,Manual Air conditioning with cooling and heating,Yes,,2
1120,Hyundai,Creta,1.6 Vtvt Sx,"Rs. 12,32,534",1591 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,5,Manual,2590 mm,475 litres,Fully automatic climate control,Yes,1758 kg,2
1121,Hyundai,Creta,1.6 Vtvt Sx (O),"Rs. 13,94,437",1591 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,5,Manual,2590 mm,475 litres,Fully automatic climate control,Yes,1758 kg,6
1122,Hyundai,Creta,1.6 Vtvt Sx At,"Rs. 13,77,363",1591 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,5,Automatic,2590 mm,475 litres,Fully automatic climate control,Yes,1758 kg,2
1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,"Rs. 12,87,041",1591 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Petrol,1630 mm,4270 mm,1780 mm,SUV,15.29 km/litre,,15.29 km/litre,,1180 kg,6,190 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,5,Automatic,2590 mm,475 litres,Fully automatic climate control,Yes,1758 kg,2
1124,Hyundai,Creta,1.4 Crdi S,"Rs. 11,97,919",1396 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,21.38 km/litre,,21.38 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,5,Manual,2590 mm,475 litres,Manual Air conditioning with cooling and heating,Yes,,2
1125,Hyundai,Creta,1.6 Crdi Sx,"Rs. 13,66,797",1582 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,17.01 km/litre,,19.67 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,5,Manual,2590 mm,475 litres,Fully automatic climate control,Yes,,2
1126,Hyundai,Creta,1.6 Crdi Sx (O),"Rs. 15,43,564",1582 cc,4,FWD (Front Wheel Drive),BS IV,55 litres,Diesel,1630 mm,4270 mm,1780 mm,SUV,17.01 km/litre,,19.67 km/litre,,,6,190 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,5,Manual,2590 mm,475 litres,Fully automatic climate control,Yes,,6
