,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Seating_Capacity,Type,Wheelbase,Boot_Space,Ventilation_System,ABS_(Anti-lock_Braking_System),Gross_Vehicle_Weight,Number_of_Airbags
276,Jaguar,Xe,S Petrol,"Rs. 44,98,000",1997 cc,4,RWD (Rear Wheel Drive),BS 6,61 litres,Petrol,1416 mm,4691 mm,1850 mm,Sedan,,,11 km/litre,,1639 kg,8,125 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,250PS@5500RPM,365Nm@1500-4000rpm,5,Automatic,2835 mm,455 litres,2 Zone Climate Control,Yes,2150 kg,6
277,Jaguar,Xe,S Diesel,"Rs. 44,98,000",1999 cc,4,RWD (Rear Wheel Drive),BS 6,56 litres,Diesel,1416 mm,4691 mm,1850 mm,Sedan,,,11 km/litre,,1611 kg,8,125 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,180PS@4000rpm,430NM@1750-2500rpm,4,Automatic,2835 mm,455 litres,2 Zone Climate Control,Yes,2190 kg,6
278,Jaguar,Xe,Se Diesel,"Rs. 46,33,000",1999 cc,4,RWD (Rear Wheel Drive),BS 6,56 litres,Diesel,1416 mm,4691 mm,1850 mm,Sedan,,,11 km/litre,,1611 kg,8,125 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,180PS@4000rpm,430NM@1750-2500rpm,4,Automatic,2835 mm,455 litres,2 Zone Climate Control,Yes,2190 kg,6
279,Jaguar,Xe,Se Petrol,"Rs. 46,33,000",1997 cc,4,RWD (Rear Wheel Drive),BS 6,61 litres,Petrol,1416 mm,4691 mm,1850 mm,Sedan,,,11 km/litre,,1639 kg,8,125 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,250PS@5500RPM,365Nm@1500-4000rpm,5,Automatic,2835 mm,455 litres,2 Zone Climate Control,Yes,2150 kg,6
280,Jaguar,Xf,2.0 Prestige,"Rs. 54,36,329",1999 cc,4,RWD (Rear Wheel Drive),BS IV,74 litres,Petrol,1460 mm,4961 mm,2091 mm,Sedan,5.7 km/litre,13.12 km/litre,13.12 km/litre,,1730 kg,8,,Ventilated Disc,Ventilated Disc,Electric Power,247PS@5500rpm,340Nm@1750-2000RPM,5,Automatic,2960 mm,505 litres,2 Zone Climate Control,Yes,2210 kg,6
281,Jaguar,Xf,2.0 Portfolio,"Rs. 60,73,446",1999 cc,4,RWD (Rear Wheel Drive),BS IV,82 litres,Petrol,1457 mm,5252 mm,1899 mm,Sedan,5.7 km/litre,13.12 km/litre,13.12 km/litre,,1871 kg,8,100 mm,Ventilated Disc,Ventilated Disc,Electric Power,247PS@5500rpm,340Nm@1750-2000RPM,5,Automatic,3157 mm,520 litres,2 Zone Climate Control,Yes,2210 kg,6
282,Jaguar,Xf,2.0 Portfolio Diesel,"Rs. 61,38,811",1999 cc,4,RWD (Rear Wheel Drive),BS IV,83 litres,Diesel,1457 mm,5252 mm,1899 mm,Sedan,5.7 km/litre,19.33 km/litre,19.33 km/litre,,1871 kg,8,100 mm,Ventilated Disc,Ventilated Disc,Electric Power,180ps@5500rpm,430Nm@1750-2000rpm,5,Automatic,3157 mm,520 litres,2 Zone Climate Control,Yes,2250 kg,6
283,Jaguar,Xf,2.0 Prestige Diesel,"Rs. 55,06,622",1999 cc,4,RWD (Rear Wheel Drive),BS IV,66 litres,Diesel,1457 mm,5067 mm,2091 mm,Sedan,5.7 km/litre,19.33 km/litre,19.33 km/litre,,1729 kg,8,,Ventilated Disc,Ventilated Disc,Electric Power,180ps@5500rpm,430Nm@1750-2000rpm,5,Automatic,2960 mm,505 litres,Fully automatic climate control,Yes,2250 kg,6
284,Jaguar,Xf,2.0 Pure Diesel,"Rs. 49,77,080",1999 cc,4,RWD (Rear Wheel Drive),BS IV,66 litres,Diesel,1457 mm,5067 mm,2091 mm,Sedan,5.7 km/litre,19.33 km/litre,19.33 km/litre,,1687 kg,8,,Ventilated Disc,Ventilated Disc,Electric Power,180ps@5500rpm,430Nm@1750-2000rpm,5,Automatic,2960 mm,505 litres,2 Zone Climate Control,Yes,2250 kg,6
285,Audi,A3 Cabriolet,40 Tfsi,"Rs. 50,38,000",1395 cc,4,FWD (Front Wheel Drive),BS IV,50 litres,Petrol,1409 mm,4421 mm,1793 mm,Convertible,19.2 km/litre,,19.2 km/litre,,1430 kg,7,160 mm,Ventilated Disc,Ventilated Disc,Electric Power,148 bhp @ 5100 rpm,250 Nm @ 1250 RPM,4,Automatic,2595 mm,320 litres,2 Zone Climate Control,Yes,1930 kg,7
286,Audi,A6,Premium Plus 45 Tfsi,"Rs. 54,42,200",1984 cc,4,FWD (Front Wheel Drive),BS 6,73 litres,Petrol,1455 mm,4933 mm,1874 mm,Sedan,,,14.11 km/litre,,1780 kg,7,,Ventilated Disc,Ventilated Disc,Electric Power,245PS@5000-6500rpm,370Nm@1600-4500rpm,5,Automatic,2912 mm,560 litres,2 Zone Climate Control,Yes,2345 kg,8
287,Audi,A6,Technology 45 Tfsi,"Rs. 59,42,200",1984 cc,4,FWD (Front Wheel Drive),BS 6,73 litres,Petrol,1455 mm,4933 mm,1874 mm,Sedan,,,14.11 km/litre,,1780 kg,7,,Ventilated Disc,Ventilated Disc,Electric Power,245PS@5000-6500rpm,370Nm@1600-4500rpm,5,Automatic,2912 mm,560 litres,2 Zone Climate Control,Yes,2345 kg,8
288,Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,4,4WD,BS IV,67 litres,Diesel,1678 mm,4657 mm,1881 mm,SUV,16 km/litre,18.56 km/litre,18.56 km/litre,,1785 kg,8,212 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@4000rpm,400Nm@1750-2500rpm,5,Automatic,2810 mm,550 litres,2 Zone Climate Control,Yes,2300 kg,6
289,Bmw,X3,Xdrive 30I Luxury Line,"Rs. 58,80,000",1998 cc,4,4WD,BS IV,67 litres,Petrol,1678 mm,4657 mm,1881 mm,SUV,16 km/litre,18.56 km/litre,18.56 km/litre,,1785 kg,8,212 mm,Ventilated Disc,Ventilated Disc,Electric Power,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,5,Automatic,2810 mm,550 litres,2 Zone Climate Control,Yes,2300 kg,6
290,Bmw,X3,Xdrive20D Xline,"Rs. 56,00,000",1995 cc,4,4WD,BS IV,67 litres,Diesel,1678 mm,4657 mm,1881 mm,SUV,16 km/litre,18.56 km/litre,18.56 km/litre,,1785 kg,8,212 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@4000rpm,400Nm@1750-2500rpm,5,Automatic,2810 mm,550 litres,2 Zone Climate Control,Yes,2300 kg,6
291,Land Rover,Discovery Sport,S,"Rs. 57,06,000",1999 cc,4,4WD,BS 6,70 litres,Diesel,1727 mm,4600 mm,2069 mm,SUV,,,,,2087 kg,9,167 mm,Ventilated Disc,Ventilated Disc,Electric Power,179PS@4000rpm,430NM@1750rpm,7,Automatic,2741 mm,,Fully automatic climate control,Yes,,7
292,Land Rover,Discovery Sport,R-Dynamic Se,"Rs. 60,89,000",1999 cc,4,4WD,BS 6,70 litres,Diesel,1727 mm,4600 mm,2069 mm,SUV,,,,,2087 kg,9,167 mm,Ventilated Disc,Ventilated Disc,Electric Power,179PS@4000rpm,430NM@1750rpm,7,Automatic,2741 mm,,Fully automatic climate control,Yes,,7
293,Volvo,S90,D4 Inscription,"Rs. 58,90,000",1969 cc,4,FWD (Front Wheel Drive),BS IV,,Diesel,1443 mm,4963 mm,1879 mm,Sedan,"11,44 km/litre",,,,,,152 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@4250rpm,400NM@1750rpm,5,Automatic,2941 mm,,4 Zone climate control,Yes,,6
294,Audi,S5,Sportback,"Rs. 72,43,000",2995 cc,6,AWD (All Wheel Drive),BS IV,58 litres,Petrol,1384 mm,4718 mm,1843 mm,Sedan,,,13.57 km/litre,,1790 kg,7,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,333PS@5400-6400RPM,500Nm@1370-4500rpm,5,Automatic,2811 mm,,3 Zone climate control,Yes,2230 kg,10
295,Bmw,X5,Xdrive30D Sport,"Rs. 73,30,000",2993 cc,6,AWD (All Wheel Drive),BS IV,,Diesel,1745 mm,4922 mm,2218 mm,SUV,,,13.38 km/litre,,,8,,Ventilated Disc,Ventilated Disc,Electric Power,265HP@4000rpm,620Nm@1500-2500rpm,5,Automatic,2575 mm,650 litres,4 Zone climate control,Yes,,8
296,Bmw,X5,Xdrive30D Xline,"Rs. 82,90,000",2993 cc,6,AWD (All Wheel Drive),BS IV,,Diesel,1745 mm,4922 mm,2218 mm,SUV,,,13.38 km/litre,,,8,,Ventilated Disc,Ventilated Disc,Electric Power,265HP@4000rpm,620Nm@1500-2500rpm,5,Automatic,2575 mm,650 litres,4 Zone climate control,Yes,,8
297,Bmw,X5,Xdrive40I M Sport,"Rs. 82,90,000",2998 cc,6,AWD (All Wheel Drive),BS IV,,Petrol,1745 mm,4922 mm,2218 mm,SUV,,,11.24 km/litre,,,8,,Ventilated Disc,Ventilated Disc,Electric Power,340HP@4000rpm,450Nm@1500-5200rpm,5,Automatic,2575 mm,650 litres,4 Zone climate control,Yes,,8
298,Ford,Mustang,Fastback V8,"Rs. 74,62,000",4951 cc,8,RWD (Rear Wheel Drive),BS IV,60.9 litres,Petrol,1391 mm,4784 mm,2080 mm,"Sedan, Coupe",10 km/litre,13 km/litre,13 km/litre,,,6,137 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,401PS@6550RPM,515Nm@4250-4300RPM,4,Automatic,2720 mm,,Fully automatic climate control,Yes,,8
299,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,6,AWD (All Wheel Drive),BS IV,93.5 litres,Diesel,1802 mm,4828 mm,1943 mm,SUV,12.8 km/litre,,12.8 km/litre,,2432 kg,,206 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,240PS@3600rpm,570Nm@2000rpm,5,Automatic,2915 mm,1025 litres,Fully automatic climate control,Yes,2955 kg,6
300,Jeep,Grand Cherokee,Summit,"Rs. 89,31,819",2987 cc,6,AWD (All Wheel Drive),BS IV,93.5 litres,Diesel,1802 mm,4828 mm,1943 mm,SUV,12.8 km/litre,,12.8 km/litre,,2455 kg,,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,240PS@3600rpm,570Nm@2000rpm,5,Automatic,2915 mm,1025 litres,Fully automatic climate control,Yes,2955 kg,6
301,Jeep,Grand Cherokee,Srt,"Rs. 1,14,00,000",6417 cc,8,AWD (All Wheel Drive),BS IV,93.5 litres,Petrol,1749 mm,4846 mm,1954 mm,SUV,12.8 km/litre,,12.8 km/litre,,2458 kg,8,210 mm,Ventilated Disc,Ventilated Disc,Yes,468 bhp @ 6250 rpm,624 Nm @ 4100 rpm,5,Automatic,2915 mm,1025 litres,Fully automatic climate control,Yes,2949 kg,7
302,Jeep,Grand Cherokee,Summit Petrol,"Rs. 75,15,000",3604 cc,6,AWD (All Wheel Drive),BS IV,93.5 litres,Petrol,1802 mm,4828 mm,1943 mm,SUV,,,8.61 km/litre,,2455 kg,,,Ventilated Disc,Ventilated Disc,Electric Power,286PS@6350rpm,347Nm@4300rpm,5,Automatic,2915 mm,1025 litres,Fully automatic climate control,Yes,2955 kg,6
303,,Mercedes-Benz E-Class Cabriolet,E400,"Rs. 77,11,338",2996 cc,6,,BS IV,80 litres,Petrol,1398 mm,4703 mm,1786 mm,Convertible,4.5 km/litre,8.5 km/litre,10 km/litre,,1640 kg,,,Ventilated Disc,Ventilated Disc,Electric Power,334PS@6000RPM,480Nm@1600-4000RPM,4,,2760 mm,540 litres,2 Zone Climate Control,Yes,2140 kg,6
304,Bmw,M2 Competition,Coupe,"Rs. 81,80,000",2979 cc,6,RWD (Rear Wheel Drive),BS 6,52 litres,Petrol,1410 mm,4461 mm,1854 mm,Coupe,12.5-12.7 km/litre,8.3-8.4 km/litre,9.8-10.0 km/litre,,1625 kg,7,,Ventilated Disc,Ventilated Disc,Electric Power,410hp@5230-7000RPM,550Nm@2350-5230rpm,4,Automatic,2693 mm,460 litres,2 Zone Climate Control,Yes,2010 kg,10
305,Porsche,718,Boxster,"Rs. 89,95,000",1988 cc,4,RWD (Rear Wheel Drive),BS IV,54 litres,Petrol,1281 mm,4379 mm,1801 mm,Convertible,9 km/litre,7.4 km/litre,7.4 km/litre,,1440 kg,,,Ventilated Disc,Ventilated Disc,Hydraulic Power,300PS@6500rpm,380Nm@1950-4500RPM,2,Automatic,2475 mm,,Fully automatic climate control,Yes,1650 kg,4
306,Porsche,718,Cayman,"Rs. 85,95,000",1988 cc,4,RWD (Rear Wheel Drive),BS IV,54 litres,Petrol,1281 mm,4379 mm,1801 mm,Coupe,9 km/litre,7.4 km/litre,7.4 km/litre,,1440 kg,,,Ventilated Disc,Ventilated Disc,Hydraulic Power,300PS@6500rpm,380Nm@1950-4500RPM,2,Automatic,2475 mm,,Fully automatic climate control,Yes,1650 kg,4
307,,Mercedes-Benz Gls,350 Cdi,"Rs. 88,20,000",2987 cc,6,AWD (All Wheel Drive),BS IV,100 litres,Diesel,1850 mm,5120 mm,1934 mm,SUV,6.5 km/litre,10.5 km/litre,11.6 km/litre,,2535 kg,7,307 mm,Ventilated Disc,Ventilated Disc,Electric Power,258PS@3600rpm,619Nm@1600-2400RPM,5,Automatic,3075 mm,,2 Zone Climate Control,Yes,3250 kg,9
308,,Mercedes-Benz Gls,63 Amg,"Rs. 1,91,99,181",5461 cc,8,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1850 mm,5146 mm,1982 mm,SUV,9 km/litre,12 km/litre,12 km/litre,,2580 kg,7,307 mm,Solid Disc,Drum,Electric Power,557PS@5500RPM,760Nm@5250RPM,7,Automatic,3075 mm,540 litres,Fully automatic climate control,Yes,2390 kg,9
309,,Mercedes-Benz Gls,400 4Matic,"Rs. 87,76,900",2996 cc,8,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1850 mm,5146 mm,1982 mm,SUV,9 km/litre,12 km/litre,12 km/litre,,2580 kg,7,307 mm,Solid Disc,Drum,Electric Power,333PS@5250rpm,480Nm@5250rpm,7,Automatic,3075 mm,540 litres,Fully automatic climate control,Yes,2390 kg,9
310,,Mercedes-Benz Gls,Grand Edition Petrol,"Rs. 86,90,000",2996 cc,8,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1850 mm,5146 mm,1982 mm,SUV,9 km/litre,12 km/litre,12 km/litre,,2580 kg,7,307 mm,Solid Disc,Drum,Electric Power,333PS@5250rpm,480Nm@5250rpm,7,Automatic,3075 mm,540 litres,Fully automatic climate control,Yes,2390 kg,9
311,,Mercedes-Benz Gls,Grand Edition Diesel,"Rs. 86,90,000",2987 cc,6,AWD (All Wheel Drive),BS IV,100 litres,Diesel,1850 mm,5120 mm,1934 mm,SUV,6.5 km/litre,10.5 km/litre,11.6 km/litre,,2535 kg,7,307 mm,Ventilated Disc,Ventilated Disc,Electric Power,258PS@3600rpm,619Nm@1600-2400RPM,5,Automatic,3075 mm,,2 Zone Climate Control,Yes,3250 kg,9
312,Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982 cc,4,4WD,BS IV,87 litres,Diesel,1880 mm,4840 mm,1885 mm,SUV,7 km/litre,11 km/litre,11.13 km/litre,,,5,,Ventilated Disc,Ventilated Disc,Electric Power,173PS@3400rpm,410Nm@1600-2800rpm,7,Automatic,2790 mm,,3 Zone climate control,Yes,2990 kg,7
313,Lexus,Rx 450H,450Hl Luxury,"Rs. 99,00,000",3456 cc,6,AWD (All Wheel Drive),BS IV,65 litres,Petrol,1700 mm,5000 mm,1895 mm,SUV,18.8 km/litre,,18 km/litre,,2195 kg,,,Ventilated Disc,Ventilated Disc,Electric Power,262PS@6000rpm,335Nm@4600rpm,5,Automatic,2790 mm,,2 Zone Climate Control,Yes,2840 kg,10
314,Audi,Rs5,Coupe,"Rs. 1,11,41,200",2894 cc,8,AWD (All Wheel Drive),BS IV,58 litres,Petrol,,4649 mm,,Coupe,,,10.8 km/litre,,1770 kg,7,160 mm,Ventilated Disc,Ventilated Disc,Electric Power,450PS@5700-6700rpm,600Nm@1900-5000rpm,4,Automatic,,465 litres,4 Zone climate control,Yes,2155  kg,6
315,Bmw,7-Series,730Ld Design Pure Excellence,"Rs. 1,22,90,000",2993 cc,6,AWD (All Wheel Drive),BS 6,78 litres,Diesel,1479 mm,5120 mm,2169 mm,Sedan,13.5 km/litre,16.46 km/litre,17.66 km/litre,,,8,152 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,265PS@4000RPM,620Nm@2000-2500RPM,4,Automatic,3210 mm,515 litres,4 Zone climate control,Yes,2560 kg,8
316,Bmw,7-Series,730Ld Design Pure Excellence Signature,"Rs. 1,32,00,000",2993 cc,6,AWD (All Wheel Drive),BS 6,78 litres,Diesel,1479 mm,5120 mm,2169 mm,Sedan,13.5 km/litre,16.46 km/litre,17.66 km/litre,,,8,152 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,265PS@4000RPM,620Nm@2000-2500RPM,4,Automatic,3210 mm,515 litres,4 Zone climate control,Yes,2560 kg,8
317,Bmw,7-Series,730Ld M Sport,"Rs. 1,35,10,000",2993 cc,6,AWD (All Wheel Drive),BS 6,78 litres,Diesel,1479 mm,5120 mm,2169 mm,Sedan,13.5 km/litre,16.46 km/litre,17.66 km/litre,,,8,152 mm,Ventilated Disc,Ventilated Disc,Electric Power,265PS@4000RPM,620Nm@2000-2500RPM,4,Automatic,3210 mm,515 litres,4 Zone climate control,Yes,2560 kg,8
318,Bmw,7-Series,740Li Design Pure Excellence Signature,"Rs. 1,35,10,000",2998 cc,6,AWD (All Wheel Drive),BS 6,78 litres,Petrol,1479 mm,5120 mm,2169 mm,Sedan,,,11.86 km/litre,,,8,152 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,340PS@5500-6500RPM,450Nm@1500-5200rpm,4,Automatic,3210 mm,515 litres,4 Zone climate control,Yes,2500 kg,8
319,Bmw,7-Series,745Le Xdrive,"Rs. 1,65,00,000",2998 cc,6,AWD (All Wheel Drive),BS 6,46 litres,Hybrid,1481 mm,5219 mm,2142 mm,Sedan,,,,,,8,152 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,286PS@5000-6000RPM,450Nm@1380-5000RPM,4,Automatic,3110 mm,500 litres,4 Zone climate control,Yes,2705 kg,8
320,Bmw,7-Series,M760Li Xdrive,"Rs. 2,42,50,000",6592 cc,12,AWD (All Wheel Drive),BS 6,78 litres,Petrol,1481 mm,5219 mm,2142 mm,Sedan,,,7.96 km/litre,,,8,152 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,609PS@5400-6500RPM,850Nm@1550-5000RPM,4,Automatic,3110 mm,500 litres,4 Zone climate control,Yes,2840 kg,8
321,Audi,Q8,55 Tfsi Quattro Tiptronic,"Rs. 1,33,59,500",2995 cc,4,AWD (All Wheel Drive),BS 6,85 litres,Petrol,1740 mm,5052 mm,1968 mm,SUV,,,,,2115 kg,8,200 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,340PS@5000rpm,500Nm@1370rpm,7,Automatic,2994 mm,605 litres,4 Zone climate control,Yes,2830 kg,8
322,,Mercedes-Benz S-Class,S 350 D,"Rs. 1,35,58,438",2987 cc,6,RWD (Rear Wheel Drive),BS IV,90 litres,Diesel,1494 mm,5116 mm,1899 mm,Sedan,9 km/litre,13.5 km/litre,13.5 km/litre,,2132 kg,7,140 mm,Ventilated Disc,Ventilated Disc,Electric Power,258PS@3600rpm,620Nm@1600-2400rpm,5,Automatic,3035 mm,530 litres,4 Zone climate control,Yes,2690 kg,8
323,,Mercedes-Benz S-Class,S 450,"Rs. 1,39,76,653",2996 cc,6,RWD (Rear Wheel Drive),BS IV,70 litres,Petrol,1494 mm,5246 mm,1899 mm,Sedan,5.4 km/litre,7.81 km/litre,7.8 km/litre,,2113 kg,7,109 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,333PS@6000RPM,480Nm@1600-4000RPM,5,Automatic,3165 mm,510 litres,4 Zone climate control,Yes,,8
324,,Mercedes-Benz S-Class,Amg S 63 Coupe,"Rs. 2,55,00,000",3982 cc,8,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1411 mm,5027 mm,1899 mm,Coupe,5.4 km/litre,7.8 km/litre,14 km/litre,,2080 kg,7,140 mm,Ventilated Disc,Ventilated Disc,Electric Power,450PS@5500-6000RPM,900Nm@2750-4500rpm,4,Automatic,2945 mm,400 litres,"Fully automatic climate control, 3 Zone climate control",Yes,2535 kg,8
325,Maserati,Levante,Diesel,"Rs. 1,45,12,054",2987 cc,6,AWD (All Wheel Drive),BS IV,80 litres,Diesel,1679 mm,5003 mm,2158 mm,SUV,5.2 km/litre,6.2 km/litre,7.9 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,275PS@4000rpm,600Nm@2000-2600rpm,4,Automatic,3004 mm,580 litres,4 Zone climate control,Yes,2205 kg,6
326,Maserati,Levante,Gransport,"Rs. 1,48,63,774",2979 cc,6,AWD (All Wheel Drive),BS IV,80 litres,Diesel,1679 mm,5003 mm,2158 mm,SUV,5.2 km/litre,6.2 km/litre,7.9 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,350PS@5750rpm,500Nm@4500-5000rpm,4,Automatic,3004 mm,580 litres,4 Zone climate control,Yes,2109 kg,6
327,Maserati,Levante,Granlusson,"Rs. 1,53,83,399",2979 cc,6,AWD (All Wheel Drive),BS IV,80 litres,Diesel,1679 mm,5003 mm,2158 mm,SUV,5.2 km/litre,6.2 km/litre,7.9 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,430PS@5750rpm,580Nm@4500-5000rpm,4,Automatic,3004 mm,580 litres,4 Zone climate control,Yes,2109 kg,6
328,,Mercedes-Benz G-Class,Amg G 63,"Rs. 2,18,75,136",3982 cc,8,AWD (All Wheel Drive),BS 6,96 litres,Petrol,1938 mm,4763 mm,1855 mm,SUV,,,,,2560 kg,9,205 mm,Ventilated Disc,Ventilated Disc,Electric Power,585hp@6000rpm,850Nm@2500-3500rpm,7,Automatic,2850 mm,480 litres,2 Zone Climate Control,Yes,3200 kg,10
329,,Mercedes-Benz G-Class,G 350D,"Rs. 1,50,00,000",2925 cc,6,AWD (All Wheel Drive),BS 6,100 litres,Diesel,1969 mm,4817 mm,1931 mm,SUV,,,,,2453 kg,9,241 mm,Ventilated Disc,Ventilated Disc,Electric Power,289PS@1200rpm,600Nm@2500rpm,7,Automatic,2890 mm,,2 Zone Climate Control,Yes,3500 kg,10
330,Audi,A8 L,55 Tfsi Quattro,"Rs. 1,56,00,000",2995 cc,8,AWD (All Wheel Drive),BS 6,82 litres,Petrol,1485 mm,5302 mm,1945 mm,Sedan,,,,,2030 kg,8,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,340PS@5000rpm,500Nm@1370rpm,4,Automatic,3128 mm,505 litres,4 Zone climate control,Yes,,6
331,Maserati,Granturismo,Sport,"Rs. 1,72,29,579",4691 cc,8,RWD (Rear Wheel Drive),BS IV,86 litres,Petrol,1353 mm,4881 mm,1915 mm,Coupe,4.6 km/litre,5 km/litre,10 km/litre,,1880 kg,6,100 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,460PS@7000RPM,520NM@4750rpm,4,Automatic,2942 mm,261 litres,Fully automatic climate control,Yes,2250 kg,6
332,Maserati,Quattroporte,Granlusso,"Rs. 1,79,00,000",2987 cc,6,RWD (Rear Wheel Drive),BS 6,70 litres,Diesel,1481 mm,5262 mm,1948 mm,Sports,5.2 km/litre,6.2 km/litre,7.9 km/litre,,1925 kg,6,100 mm,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,275PS@7000rpm,600Nm@2000-2600rpm,4,Automatic,3171 mm,530 litres,Fully automatic climate control,Yes,,6
333,Lexus,Lc 500H,Coupe,"Rs. 1,96,00,000",3456 cc,6,AWD (All Wheel Drive),BS IV,82 litres,Hybrid,1345 mm,4770 mm,1920 mm,Coupe,,,,,1985 kg,,,Ventilated Disc,Ventilated Disc,Electric Power,299PS@6600rpm,350Nm@5100rpm,4,Automatic,2870 mm,133 litres,Fully automatic climate control,Yes,2445 kg,8
334,,Mercedes-Benz Maybach,S650,"Rs. 2,73,08,312",5980 cc,12,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1498 mm,5453 mm,1899 mm,Sedan,,,7.8 km/litre,,2200 kg,7,,Ventilated Disc,Ventilated Disc,Electro-Hydraulic,630PS@4800RPM,1000Nm@2300-4300rpm,4,Automatic,3365 mm,510 litres,4 Zone climate control,Yes,,8
335,,Mercedes-Benz Maybach,S560,"Rs. 1,98,90,000",4663 cc,8,AWD (All Wheel Drive),BS IV,80 litres,Petrol,1494 mm,5246 mm,1899 mm,Sedan,7.81 km/litre,7.8 km/litre,7.8 km/litre,,2200 kg,9,,Ventilated Disc,Drum,Electro-Hydraulic,453PS@5500RPM,700Nm@1800-3500RPM,4,Automatic,3165 mm,530 litres,4 Zone climate control,Yes,,8
336,Porsche,Panamera,Turbo,"Rs. 2,12,63,000",3996 cc,8,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1427 mm,5049 mm,1937 mm,Sedan,7.1 km/litre,7.8 km/litre,10.63 km/litre,,2045 kg,7,215 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,550PS@6000RPM,770Nm@1960 - 4500rpm,4,Automatic,2950 mm,,"Fully automatic climate control, 4 Zone climate control",Yes,2585 kg,6
337,Porsche,Panamera,Turbo Executive,"Rs. 2,26,13,000",3996 cc,8,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1432 mm,5199 mm,1937 mm,Sedan,7.1 km/litre,7.8 km/litre,10.63 km/litre,,,7,215 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,550PS@6000RPM,770Nm@1960 - 4500rpm,4,Automatic,3100 mm,,"Fully automatic climate control, 4 Zone climate control",Yes,2635 kg,6
338,Porsche,Panamera,Turbo Sport Turismo,"Rs. 2,17,47,000",3996 cc,8,AWD (All Wheel Drive),BS IV,90 litres,Petrol,1432 mm,5049 mm,1937 mm,Sedan,7.1 km/litre,7.8 km/litre,10.63 km/litre,,,7,215 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,550PS@6000RPM,770Nm@1960 - 4500rpm,4,Automatic,2950 mm,,"Fully automatic climate control, 4 Zone climate control",Yes,2635 kg,6
339,Lexus,Lx 450D,V8,"Rs. 2,32,90,000",4461 cc,,FWD (Front Wheel Drive),BS IV,93 litres,Diesel,1865 mm,5080 mm,1980 mm,SUV,18 km/litre,,18 km/litre,,2660 kg,6,,Ventilated Disc,Ventilated Disc,Yes,261PS@6000rpm,650Nm@1600-2600rpm,7,Automatic,2850 mm,,Fully automatic climate control,Yes,3350 kg,10
340,,Mercedes-Benz S-Class Cabriolet,S500,"Rs. 2,34,91,293",4663 cc,8,RWD (Rear Wheel Drive),BS IV,80 litres,Petrol,1417 mm,5027 mm,1899 mm,Convertible,5.4 km/litre,7.81 km/litre,7.8 km/litre,,2115 kg,,,Ventilated Disc,Ventilated Disc,Electric Power,455PS@5500RPM,700Nm@1800-3500RPM,4,Automatic,2945 mm,530 litres,4 Zone climate control,Yes,2590 kg,8
